# weight[i] (1/Å)  momenta[i] (1/Å)  momenta[j] (1/Å)  v_0[i, j] (K•Å^3)  v_1[i, j] (K•Å^3)
7.89764768e-02  2.27295181e+00  1.70838477e+00  -1.06339904e+02  -1.76029683e+00
7.89764768e-02  2.27295181e+00  1.77199600e+00  -1.01554599e+02  -1.73895368e+00
7.89764768e-02  2.27295181e+00  1.83750065e+00  -9.59574402e+01  -1.70387235e+00
7.89764768e-02  2.27295181e+00  1.90494548e+00  -8.95059945e+01  -1.65243778e+00
7.89764768e-02  2.27295181e+00  1.97437788e+00  -8.21934590e+01  -1.58214282e+00
7.89764768e-02  2.27295181e+00  2.04584586e+00  -7.40644572e+01  -1.49091354e+00
7.89764768e-02  2.27295181e+00  2.11939800e+00  -6.52313889e+01  -1.37755818e+00
7.89764768e-02  2.27295181e+00  2.19508345e+00  -5.58880531e+01  -1.24232238e+00
7.89764768e-02  2.27295181e+00  2.27295181e+00  -4.63155116e+01  -1.08748310e+00
7.89764768e-02  2.27295181e+00  2.35305316e+00  -3.68738606e+01  -9.17841735e-01
7.89764768e-02  2.27295181e+00  2.43543798e+00  -2.79737552e+01  -7.40898468e-01
7.89764768e-02  2.27295181e+00  2.52015707e+00  -2.00251945e+01  -5.66446354e-01
7.89764768e-02  2.27295181e+00  2.60726154e+00  -1.33692498e+01  -4.05381201e-01
7.89764768e-02  2.27295181e+00  2.69680271e+00  -8.20806360e+00  -2.67750709e-01
7.89764768e-02  2.27295181e+00  2.78883206e+00  -4.55686433e+00  -1.60463988e-01
7.89764768e-02  2.27295181e+00  2.88340114e+00  -2.24194400e+00  -8.54955503e-02
7.89764768e-02  2.27295181e+00  2.98056153e+00  -9.54183944e-01  -3.95190228e-02
7.89764768e-02  2.27295181e+00  3.08036470e+00  -3.41308326e-01  -1.53903478e-02
7.89764768e-02  2.27295181e+00  3.18286199e+00  -9.91243963e-02  -4.87600988e-03
7.89764768e-02  2.27295181e+00  3.28810447e+00  -2.24303444e-02  -1.20530616e-03
7.89764768e-02  2.27295181e+00  3.39614288e+00  -3.76498214e-03  -2.21153434e-04
7.89764768e-02  2.27295181e+00  3.50702747e+00  -4.42096505e-04  -2.83834998e-05
7.89764768e-02  2.27295181e+00  3.62080798e+00  -3.38692264e-05  -2.37434761e-06
7.89764768e-02  2.27295181e+00  3.73753344e+00  -1.55811686e-06  -1.19042588e-07
7.89764768e-02  2.27295181e+00  3.85725213e+00  -3.90034272e-08  -3.23844800e-09
7.89764768e-02  2.27295181e+00  3.98001141e+00  -4.72643995e-10  -4.24893030e-11
7.89764768e-02  2.27295181e+00  4.10585758e+00  -2.41394607e-12  -2.33891902e-13
7.89764768e-02  2.27295181e+00  4.23483580e+00  -4.41062783e-15  -4.58224714e-16
7.89764768e-02  2.27295181e+00  4.36698993e+00  -2.37560661e-18  -2.63146753e-19
7.89764768e-02  2.27295181e+00  4.50236235e+00  -3.00202304e-22  -3.52492872e-23
7.89764768e-02  2.27295181e+00  4.64099387e+00  -6.80367927e-27  -8.41949797e-28
7.89764768e-02  2.27295181e+00  4.78292353e+00  -2.01700108e-32  -2.61627486e-33
7.89764768e-02  2.27295181e+00  4.92818849e+00  -5.40262984e-39  -7.30933476e-40
7.89764768e-02  2.27295181e+00  5.07682381e+00  -8.47977830e-47  -1.19156922e-47
7.89764768e-02  2.27295181e+00  5.22886232e+00  -4.70297843e-56  -6.84055650e-57
7.89764768e-02  2.27295181e+00  5.38433445e+00  -5.11014146e-67  -7.67420584e-68
7.89764768e-02  2.27295181e+00  5.54326804e+00  -5.47564890e-80  -8.47601087e-81
7.89764768e-02  2.27295181e+00  5.70568817e+00  -2.60608029e-95  -4.15456704e-96
7.89764768e-02  2.27295181e+00  5.87161696e+00  -2.18437509e-113  -3.58584438e-114
7.89764768e-02  2.27295181e+00  6.04107342e+00  -1.10484381e-134  -1.86856411e-135
7.89764768e-02  2.27295181e+00  6.21407322e+00  -9.77994727e-160  -1.70579158e-160
7.89764768e-02  2.27295181e+00  6.39062854e+00  -3.63339697e-189  -6.54479506e-190
7.89764768e-02  2.27295181e+00  6.57074782e+00  -1.09454069e-223  -2.03959002e-224
7.89764768e-02  2.27295181e+00  6.75443563e+00  -4.04197482e-264  -7.80625616e-265
7.89764768e-02  2.27295181e+00  6.94169244e+00  -2.09590919e-311  -4.20344107e-312
7.89764768e-02  2.27295181e+00  7.13251443e+00  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  7.32689329e+00  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  7.52481603e+00  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  7.72626477e+00  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  7.93121659e+00  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  8.13964330e+00  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  8.35151126e+00  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  8.56678122e+00  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  8.78540811e+00  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  9.00734089e+00  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  9.23252241e+00  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  9.46088920e+00  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  9.69237133e+00  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  9.92689233e+00  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.01643690e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.04047112e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.06478220e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.08935974e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.11419262e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.13926901e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.16457635e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.19010136e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.21583001e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.24174756e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.26783853e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.29408674e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.32047525e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.34698643e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.37360196e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.40030281e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.42706927e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.45388099e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.48071695e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.50755554e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.53437453e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.56115112e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.58786196e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.61448320e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.64099049e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.66735903e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.69356362e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.71957868e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.74537827e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.77093621e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.79622603e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.82122107e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.84589452e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.87021947e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.89416895e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.91771600e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.94083371e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.96349527e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  1.98567405e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.00734362e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.02847785e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.04905094e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.06903746e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.08841245e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.10715145e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.12523057e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.14262653e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.15931673e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.17527930e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.19049315e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.20493801e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.21859453e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.23144425e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.24346973e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.25465452e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.26498325e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.27444167e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.28301664e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.29069623e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.29746969e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.30332753e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.30826150e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.31226465e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.31533134e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.31745729e+01  0.00000000e+00  0.00000000e+00
7.89764768e-02  2.27295181e+00  2.31863996e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.14585593e-04  -8.95318142e+01  -1.15253756e+00
8.12346418e-02  2.35305316e+00  6.03861430e-04  -8.95318165e+01  -1.15253764e+00
8.12346418e-02  2.35305316e+00  1.48458275e-03  -8.95318285e+01  -1.15253802e+00
8.12346418e-02  2.35305316e+00  2.75776215e-03  -8.95318639e+01  -1.15253914e+00
8.12346418e-02  2.35305316e+00  4.42460496e-03  -8.95319422e+01  -1.15254164e+00
8.12346418e-02  2.35305316e+00  6.48666370e-03  -8.95320894e+01  -1.15254632e+00
8.12346418e-02  2.35305316e+00  8.94585399e-03  -8.95323378e+01  -1.15255422e+00
8.12346418e-02  2.35305316e+00  1.18044591e-02  -8.95327259e+01  -1.15256657e+00
8.12346418e-02  2.35305316e+00  1.50651330e-02  -8.95332992e+01  -1.15258480e+00
8.12346418e-02  2.35305316e+00  1.87309030e-02  -8.95341098e+01  -1.15261059e+00
8.12346418e-02  2.35305316e+00  2.28051730e-02  -8.95352169e+01  -1.15264582e+00
8.12346418e-02  2.35305316e+00  2.72917266e-02  -8.95366873e+01  -1.15269260e+00
8.12346418e-02  2.35305316e+00  3.21947309e-02  -8.95385950e+01  -1.15275332e+00
8.12346418e-02  2.35305316e+00  3.75187407e-02  -8.95410222e+01  -1.15283057e+00
8.12346418e-02  2.35305316e+00  4.32687024e-02  -8.95440594e+01  -1.15292727e+00
8.12346418e-02  2.35305316e+00  4.94499593e-02  -8.95478056e+01  -1.15304657e+00
8.12346418e-02  2.35305316e+00  5.60682559e-02  -8.95523689e+01  -1.15319193e+00
8.12346418e-02  2.35305316e+00  6.31297443e-02  -8.95578667e+01  -1.15336714e+00
8.12346418e-02  2.35305316e+00  7.06409889e-02  -8.95644265e+01  -1.15357630e+00
8.12346418e-02  2.35305316e+00  7.86089734e-02  -8.95721858e+01  -1.15382384e+00
8.12346418e-02  2.35305316e+00  8.70411066e-02  -8.95812933e+01  -1.15411459e+00
8.12346418e-02  2.35305316e+00  9.59452294e-02  -8.95919085e+01  -1.15445374e+00
8.12346418e-02  2.35305316e+00  1.05329622e-01  -8.96042030e+01  -1.15484692e+00
8.12346418e-02  2.35305316e+00  1.15203012e-01  -8.96183605e+01  -1.15530015e+00
8.12346418e-02  2.35305316e+00  1.25574579e-01  -8.96345773e+01  -1.15581996e+00
8.12346418e-02  2.35305316e+00  1.36453969e-01  -8.96530631e+01  -1.15641334e+00
8.12346418e-02  2.35305316e+00  1.47851295e-01  -8.96740410e+01  -1.15708780e+00
8.12346418e-02  2.35305316e+00  1.59777152e-01  -8.96977482e+01  -1.15785143e+00
8.12346418e-02  2.35305316e+00  1.72242622e-01  -8.97244364e+01  -1.15871288e+00
8.12346418e-02  2.35305316e+00  1.85259287e-01  -8.97543717e+01  -1.15968143e+00
8.12346418e-02  2.35305316e+00  1.98839235e-01  -8.97878351e+01  -1.16076702e+00
8.12346418e-02  2.35305316e+00  2.12995070e-01  -8.98251225e+01  -1.16198031e+00
8.12346418e-02  2.35305316e+00  2.27739927e-01  -8.98665444e+01  -1.16333269e+00
8.12346418e-02  2.35305316e+00  2.43087477e-01  -8.99124258e+01  -1.16483635e+00
8.12346418e-02  2.35305316e+00  2.59051937e-01  -8.99631055e+01  -1.16650429e+00
8.12346418e-02  2.35305316e+00  2.75648087e-01  -9.00189354e+01  -1.16835044e+00
8.12346418e-02  2.35305316e+00  2.92891275e-01  -9.00802787e+01  -1.17038964e+00
8.12346418e-02  2.35305316e+00  3.10797432e-01  -9.01475091e+01  -1.17263773e+00
8.12346418e-02  2.35305316e+00  3.29383080e-01  -9.02210073e+01  -1.17511156e+00
8.12346418e-02  2.35305316e+00  3.48665347e-01  -9.03011590e+01  -1.17782912e+00
8.12346418e-02  2.35305316e+00  3.68661976e-01  -9.03883504e+01  -1.18080950e+00
8.12346418e-02  2.35305316e+00  3.89391339e-01  -9.04829634e+01  -1.18407299e+00
8.12346418e-02  2.35305316e+00  4.10872446e-01  -9.05853695e+01  -1.18764113e+00
8.12346418e-02  2.35305316e+00  4.33124960e-01  -9.06959220e+01  -1.19153670e+00
8.12346418e-02  2.35305316e+00  4.56169207e-01  -9.08149460e+01  -1.19578379e+00
8.12346418e-02  2.35305316e+00  4.80026188e-01  -9.09427272e+01  -1.20040778e+00
8.12346418e-02  2.35305316e+00  5.04717593e-01  -9.10794964e+01  -1.20543536e+00
8.12346418e-02  2.35305316e+00  5.30265809e-01  -9.12254122e+01  -1.21089447e+00
8.12346418e-02  2.35305316e+00  5.56693934e-01  -9.13805385e+01  -1.21681425e+00
8.12346418e-02  2.35305316e+00  5.84025789e-01  -9.15448177e+01  -1.22322491e+00
8.12346418e-02  2.35305316e+00  6.12285928e-01  -9.17180379e+01  -1.23015757e+00
8.12346418e-02  2.35305316e+00  6.41499650e-01  -9.18997928e+01  -1.23764399e+00
8.12346418e-02  2.35305316e+00  6.71693009e-01  -9.20894328e+01  -1.24571622e+00
8.12346418e-02  2.35305316e+00  7.02892824e-01  -9.22860063e+01  -1.25440614e+00
8.12346418e-02  2.35305316e+00  7.35126690e-01  -9.24881879e+01  -1.26374476e+00
8.12346418e-02  2.35305316e+00  7.68422986e-01  -9.26941911e+01  -1.27376141e+00
8.12346418e-02  2.35305316e+00  8.02810888e-01  -9.29016639e+01  -1.28448258e+00
8.12346418e-02  2.35305316e+00  8.38320370e-01  -9.31075621e+01  -1.29593044e+00
8.12346418e-02  2.35305316e+00  8.74982219e-01  -9.33079966e+01  -1.30812092e+00
8.12346418e-02  2.35305316e+00  9.12828036e-01  -9.34980512e+01  -1.32106126e+00
8.12346418e-02  2.35305316e+00  9.51890247e-01  -9.36715639e+01  -1.33474684e+00
8.12346418e-02  2.35305316e+00  9.92202106e-01  -9.38208677e+01  -1.34915717e+00
8.12346418e-02  2.35305316e+00  1.03379770e+00  -9.39364841e+01  -1.36425077e+00
8.12346418e-02  2.35305316e+00  1.07671194e+00  -9.40067637e+01  -1.37995881e+00
8.12346418e-02  2.35305316e+00  1.12098059e+00  -9.40174708e+01  -1.39617701e+00
8.12346418e-02  2.35305316e+00  1.16664024e+00  -9.39513072e+01  -1.41275570e+00
8.12346418e-02  2.35305316e+00  1.21372832e+00  -9.37873801e+01  -1.42948755e+00
8.12346418e-02  2.35305316e+00  1.26228311e+00  -9.35006196e+01  -1.44609257e+00
8.12346418e-02  2.35305316e+00  1.31234368e+00  -9.30611691e+01  -1.46220023e+00
8.12346418e-02  2.35305316e+00  1.36394997e+00  -9.24337820e+01  -1.47732827e+00
8.12346418e-02  2.35305316e+00  1.41714270e+00  -9.15772877e+01  -1.49085847e+00
8.12346418e-02  2.35305316e+00  1.47196344e+00  -9.04442218e+01  -1.50200976e+00
8.12346418e-02  2.35305316e+00  1.52845450e+00  -8.89807635e+01  -1.50981010e+00
8.12346418e-02  2.35305316e+00  1.58665903e+00  -8.71271806e+01  -1.51306949e+00
8.12346418e-02  2.35305316e+00  1.64662091e+00  -8.48190594e+01  -1.51035867e+00
8.12346418e-02  2.35305316e+00  1.70838477e+00  -8.19896688e+01  -1.50000020e+00
8.12346418e-02  2.35305316e+00  1.77199600e+00  -7.85738778e+01  -1.48008224e+00
8.12346418e-02  2.35305316e+00  1.83750065e+00  -7.45140698e+01  -1.44850921e+00
8.12346418e-02  2.35305316e+00  1.90494548e+00  -6.97684250e+01  -1.40310723e+00
8.12346418e-02  2.35305316e+00  1.97437788e+00  -6.43217027e+01  -1.34180496e+00
8.12346418e-02  2.35305316e+00  2.04584586e+00  -5.81981371e+01  -1.26290831e+00
8.12346418e-02  2.35305316e+00  2.11939800e+00  -5.14751867e+01  -1.16547764e+00
8.12346418e-02  2.35305316e+00  2.19508345e+00  -4.42956107e+01  -1.04979184e+00
8.12346418e-02  2.35305316e+00  2.27295181e+00  -3.68738606e+01  -9.17841735e-01
8.12346418e-02  2.35305316e+00  2.35305316e+00  -2.94915574e+01  -7.73734988e-01
8.12346418e-02  2.35305316e+00  2.43543798e+00  -2.24768201e+01  -6.23829959e-01
8.12346418e-02  2.35305316e+00  2.52015707e+00  -1.61645980e+01  -4.76381082e-01
8.12346418e-02  2.35305316e+00  2.60726154e+00  -1.08412750e+01  -3.40528682e-01
8.12346418e-02  2.35305316e+00  2.69680271e+00  -6.68594240e+00  -2.24658214e-01
8.12346418e-02  2.35305316e+00  2.78883206e+00  -3.72805191e+00  -1.34486594e-01
8.12346418e-02  2.35305316e+00  2.88340114e+00  -1.84187708e+00  -7.15753853e-02
8.12346418e-02  2.35305316e+00  2.98056153e+00  -7.87033338e-01  -3.30487454e-02
8.12346418e-02  2.35305316e+00  3.08036470e+00  -2.82562811e-01  -1.28569024e-02
8.12346418e-02  2.35305316e+00  3.18286199e+00  -8.23402514e-02  -4.06914139e-03
8.12346418e-02  2.35305316e+00  3.28810447e+00  -1.86878685e-02  -1.00484150e-03
8.12346418e-02  2.35305316e+00  3.39614288e+00  -3.14469357e-03  -1.84190830e-04
8.12346418e-02  2.35305316e+00  3.50702747e+00  -3.69993347e-04  -2.36171183e-05
8.12346418e-02  2.35305316e+00  3.62080798e+00  -2.83847815e-05  -1.97380710e-06
8.12346418e-02  2.35305316e+00  3.73753344e+00  -1.30677981e-06  -9.88724340e-08
8.12346418e-02  2.35305316e+00  3.85725213e+00  -3.27137485e-08  -2.68741911e-09
8.12346418e-02  2.35305316e+00  3.98001141e+00  -3.96173455e-10  -3.52303458e-11
8.12346418e-02  2.35305316e+00  4.10585758e+00  -2.02074073e-12  -1.93778031e-13
8.12346418e-02  2.35305316e+00  4.23483580e+00  -3.68509545e-15  -3.79343884e-16
8.12346418e-02  2.35305316e+00  4.36698993e+00  -1.97998847e-18  -2.17686194e-19
8.12346418e-02  2.35305316e+00  4.50236235e+00  -2.49500123e-22  -2.91389850e-23
8.12346418e-02  2.35305316e+00  4.64099387e+00  -5.63716908e-27  -6.95527342e-28
8.12346418e-02  2.35305316e+00  4.78292353e+00  -1.66587270e-32  -2.15987092e-33
8.12346418e-02  2.35305316e+00  4.92818849e+00  -4.44815930e-39  -6.03046673e-40
8.12346418e-02  2.35305316e+00  5.07682381e+00  -6.96105046e-47  -9.82500830e-48
8.12346418e-02  2.35305316e+00  5.22886232e+00  -3.85032184e-56  -5.63712001e-57
8.12346418e-02  2.35305316e+00  5.38433445e+00  -4.17386812e-67  -6.32066503e-68
8.12346418e-02  2.35305316e+00  5.54326804e+00  -4.46362046e-80  -6.97742637e-81
8.12346418e-02  2.35305316e+00  5.70568817e+00  -2.12106420e-95  -3.41833434e-96
8.12346418e-02  2.35305316e+00  5.87161696e+00  -1.77570580e-113  -2.94900446e-114
8.12346418e-02  2.35305316e+00  6.04107342e+00  -8.97374869e-135  -1.53602071e-135
8.12346418e-02  2.35305316e+00  6.21407322e+00  -7.93914394e-160  -1.40161773e-160
8.12346418e-02  2.35305316e+00  6.39062854e+00  -2.94869658e-189  -5.37555515e-190
8.12346418e-02  2.35305316e+00  6.57074782e+00  -8.88229618e-224  -1.67456703e-224
8.12346418e-02  2.35305316e+00  6.75443563e+00  -3.28049552e-264  -6.40683016e-265
8.12346418e-02  2.35305316e+00  6.94169244e+00  -1.70148717e-311  -3.44868986e-312
8.12346418e-02  2.35305316e+00  7.13251443e+00  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  7.32689329e+00  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  7.52481603e+00  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  7.72626477e+00  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  7.93121659e+00  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  8.13964330e+00  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  8.35151126e+00  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  8.56678122e+00  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  8.78540811e+00  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  9.00734089e+00  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  9.23252241e+00  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  9.46088920e+00  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  9.69237133e+00  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  9.92689233e+00  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.01643690e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.04047112e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.06478220e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.08935974e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.11419262e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.13926901e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.16457635e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.19010136e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.21583001e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.24174756e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.26783853e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.29408674e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.32047525e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.34698643e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.37360196e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.40030281e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.42706927e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.45388099e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.48071695e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.50755554e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.53437453e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.56115112e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.58786196e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.61448320e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.64099049e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.66735903e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.69356362e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.71957868e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.74537827e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.77093621e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.79622603e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.82122107e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.84589452e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.87021947e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.89416895e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.91771600e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.94083371e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.96349527e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  1.98567405e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  2.00734362e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  2.02847785e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  2.04905094e+01  0.00000000e+00  0.00000000e+00
8.12346418e-02  2.35305316e+00  2.06903746e+01  0.00000000e+00  0.00000000e+00
